Year,1972
JANUARY,0.0038
FEBRUARY,0.0044
MARCH,0.0045
APRIL,0.0051
MAY,0.0061
JUNE,0.0065
JULY,0.0041
AUGUST,0.0035
SEPTEMBER,0.0031
OCTOBER,0.0035
NOVEMBER,0.0041
DECEMBER,0.0044
AVERAGE,0.004425
