Year,1984
JANUARY,0.1205
FEBRUARY,1.0092
MARCH,1.0384
APRIL,0.9408
MAY,0.9967
JUNE,0.9285
JULY,0.7188
AUGUST,0.4622
SEPTEMBER,0.5101
OCTOBER,0.4934
NOVEMBER,0.6159
DECEMBER,0.518
AVERAGE,0.6960416667
