Year,1985
JANUARY,0.6713
FEBRUARY,0.5889
MARCH,0.7955
APRIL,1.0185
MAY,0.7202
JUNE,0.6454
JULY,0.884
AUGUST,0.574
SEPTEMBER,0.5551
OCTOBER,0.5762
NOVEMBER,0.6327
DECEMBER,0.5141
AVERAGE,0.681325
