Year,1981
JANUARY,0.1072
FEBRUARY,0.1187
MARCH,0.1406
APRIL,0.1562
MAY,0.1668
JUNE,0.23
JULY,0.2414
AUGUST,0.1393
SEPTEMBER,0.1287
OCTOBER,0.1408
NOVEMBER,0.1392
DECEMBER,0.1448
AVERAGE,0.154475
