Year,1989
JANUARY,1.9201
FEBRUARY,2.1409
MARCH,2.3555
APRIL,2.6179
MAY,2.8802
JUNE,3.2042
JULY,3.1102
AUGUST,2.4946
SEPTEMBER,1.861
OCTOBER,1.7437
NOVEMBER,1.9883
DECEMBER,2.0032
AVERAGE,2.359983333
