Year,2009
JANUARY,108.8
FEBRUARY,115.5
MARCH,109.32
APRIL,123.93
MAY,130.9
JUNE,135.03
JULY,121.35
AUGUST,112.04
SEPTEMBER,112.4
OCTOBER,113.48
NOVEMBER,120.64
DECEMBER,137.84
AVERAGE,120.1
