Year,2014
JANUARY,231.59
FEBRUARY,240.31
MARCH,252.87
APRIL,263.83
MAY,295.13
JUNE,344.45
JULY,322.36
AUGUST,285.3
SEPTEMBER,239.67
OCTOBER,230.58
NOVEMBER,231.92
DECEMBER,268.0
AVERAGE,267.17
