Year,1992
JANUARY,2.3458
FEBRUARY,2.4107
MARCH,2.5869
APRIL,3.1808
MAY,3.5234
JUNE,3.9924
JULY,4.2369
AUGUST,2.8831
SEPTEMBER,2.1722
OCTOBER,2.1756
NOVEMBER,2.4695
DECEMBER,2.907
AVERAGE,2.907025
