Year,2012
JANUARY,185.25
FEBRUARY,195.75
MARCH,203.77
APRIL,208.18
MAY,246.16
JUNE,280.46
JULY,258.3
AUGUST,203.1
SEPTEMBER,185.46
OCTOBER,191.7
NOVEMBER,202.0
DECEMBER,218.9
AVERAGE,214.92
