Year,2017
JANUARY,473.95
FEBRUARY,476.47
MARCH,528.26
APRIL,561.18
MAY,551.12
JUNE,637.65
JULY,589.93
AUGUST,524.45
SEPTEMBER,482.71
OCTOBER,447.24
NOVEMBER,462.33
DECEMBER,461.76
AVERAGE,516.42
