Year,1982
JANUARY,0.1923
FEBRUARY,0.1266
MARCH,0.1379
APRIL,0.1779
MAY,0.2586
JUNE,0.2426
JULY,0.3056
AUGUST,0.2442
SEPTEMBER,0.2075
OCTOBER,0.2131
NOVEMBER,0.2577
DECEMBER,0.2236
AVERAGE,0.21563333329999998
