Year,2001
JANUARY,25.3173
FEBRUARY,27.8776
MARCH,28.4196
APRIL,32.7745
MAY,42.4474
JUNE,49.9912
JULY,50.8701
AUGUST,63.3
SEPTEMBER,33.1567
OCTOBER,24.9375
NOVEMBER,22.5563
DECEMBER,27.3513
AVERAGE,35.74995833
