Year,1996
JANUARY,8.5925
FEBRUARY,9.1551
MARCH,9.2049
APRIL,10.0461
MAY,11.7041
JUNE,13.3537
JULY,12.3145
AUGUST,8.7488
SEPTEMBER,7.152
OCTOBER,7.1711
NOVEMBER,9.7803
DECEMBER,9.7611
AVERAGE,9.748683332999999
