Year,1990
JANUARY,2.2347
FEBRUARY,2.4844
MARCH,2.3851
APRIL,3.0331
MAY,3.7781
JUNE,3.7661
JULY,4.489
AUGUST,3.984
SEPTEMBER,2.302
OCTOBER,2.1861
NOVEMBER,2.5203
DECEMBER,2.9599
AVERAGE,3.010233333
