Year,1986
JANUARY,0.6873
FEBRUARY,0.6758
MARCH,0.872
APRIL,0.8704
MAY,0.885
JUNE,0.9964
JULY,1.0172
AUGUST,0.9526
SEPTEMBER,0.8824
OCTOBER,0.8861
NOVEMBER,0.9962
DECEMBER,1.0928
AVERAGE,0.9011833333
