Year,1995
JANUARY,6.2848
FEBRUARY,6.7097
MARCH,7.122000000000001
APRIL,8.8462
MAY,10.8973
JUNE,12.3594
JULY,12.8746
AUGUST,7.255
SEPTEMBER,5.7687
OCTOBER,6.0113
NOVEMBER,6.8489
DECEMBER,7.6843
AVERAGE,8.22185
