Year,2007
JANUARY,63.03
FEBRUARY,66.91
MARCH,71.75
APRIL,83.09
MAY,97.46
JUNE,113.92
JULY,113.78
AUGUST,80.91
SEPTEMBER,66.8
OCTOBER,68.45
NOVEMBER,75.93
DECEMBER,81.56
AVERAGE,81.97
