Year,1993
JANUARY,3.1387
FEBRUARY,3.5129
MARCH,3.8287
APRIL,4.5055
MAY,5.0629
JUNE,6.0577
JULY,5.4566
AUGUST,3.7417
SEPTEMBER,2.9652
OCTOBER,2.9871
NOVEMBER,3.2805
DECEMBER,3.5805
AVERAGE,4.009833333
