REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
ASHANTI, EJUSU JUABEN ,2015,RICE,668.41,2.81,1876.57
ASHANTI, BOSUMTWE ,2015,RICE,189.24,2.09,394.68
ASHANTI, ATWIMA KWANWOMA ,2015,RICE,269.3,2.09,561.66
ASHANTI, KWABRE EAST ,2015,RICE,112.82,2.09,235.29
ASHANTI, OFFINSO ,2015,RICE,189.24,2.33,440.22
ASHANTI, OFFINSO NORTH ,2015,RICE,306.91,2.41,738.56
ASHANTI, ADANSI NORTH ,2015,RICE,403.96,2.25,907.29
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,RICE,58.23,2.17,126.11
ASHANTI,ADANSI  SOUTH,2015,RICE,2244.21,2.17,4860.5
ASHANTI, ASANTE AKIM NORTH ,2015,RICE,498.58,2.57,1279.78
ASHANTI, ASANTE AKIM SOUTH ,2015,RICE,462.19,1.93,889.78
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,RICE,76.42,2.49,190.04
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2015,CASSAVA,4541.26,26.15,118733.84
ASHANTI, BOSOME FREHO ,2015,CASSAVA,2321.74,18.6,43192.75
ASHANTI,AMANSIE CENTRAL,2015,CASSAVA,6899.88,17.4,120036.44
ASHANTI, AMANSIE WEST ,2015,CASSAVA,3709.73,26.15,96993.06
ASHANTI,EJURA SEKYEREDUMASE,2015,CASSAVA,3606.45,16.09,58026.27
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2015,CASSAVA,7274.02,22.12,160924.55
ASHANTI, SEKYERE CENTRAL ,2015,CASSAVA,5545.62,22.12,122686.9
ASHANTI, SEKYERE EAST ,2015,CASSAVA,3532.67,41.23,145650.69
ASHANTI, SEKYERE AFRAM PLAINS ,2015,CASSAVA,1667.27,20.11,33532.13
ASHANTI, SEKYERE SOUTH ,2015,CASSAVA,4597.11,18.1,83211.4
ASHANTI, AFIGYA KWABRE ,2015,CASSAVA,4491.72,18.1,81303.76
ASHANTI, AHAFO ANO NORTH ,2015,CASSAVA,7250.83,18.1,131245.86
ASHANTI, AHAFO ANO SOUTH ,2015,CASSAVA,12601.48,19.61,247104.99
ASHANTI, ATWIMA MPONUA ,2015,CASSAVA,5639.42,19.11,107748.99
ASHANTI, ATWIMA NWABIAGYA ,2015,CASSAVA,6799.76,21.12,143594.67
ASHANTI, EJUSU JUABEN ,2015,CASSAVA,6219.06,19.11,118823.92
ASHANTI, BOSUMTWE ,2015,CASSAVA,2297.5,18.1,41586.62
ASHANTI, ATWIMA KWANWOMA ,2015,CASSAVA,3268.14,18.1,59156.02
ASHANTI, KWABRE EAST ,2015,CASSAVA,4426.38,18.1,80121.02
ASHANTI, OFFINSO ,2015,CASSAVA,4754.14,20.11,95615.32
ASHANTI, OFFINSO NORTH ,2015,CASSAVA,7325.66,16.09,117866.92
ASHANTI, ADANSI NORTH ,2015,CASSAVA,7251.89,20.11,145849.93
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,CASSAVA,349.95,20.11,7038.17
ASHANTI,ADANSI  SOUTH,2015,CASSAVA,7146.5,20.11,143730.33
ASHANTI, ASANTE AKIM NORTH ,2015,CASSAVA,5165.16,20.11,103881.78
ASHANTI, ASANTE AKIM SOUTH ,2015,CASSAVA,7482.69,20.11,150491.86
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,CASSAVA,401.59,15.08,6057.58
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2015,YAM,509.44,11.69,5957.55
ASHANTI, BOSOME FREHO ,2015,YAM,199.52,14.75,2941.96
ASHANTI,AMANSIE CENTRAL,2015,YAM,808.21,12.2,9862.48
ASHANTI, AMANSIE WEST ,2015,YAM,517.54,11.9,6157.56
ASHANTI,EJURA SEKYEREDUMASE,2015,YAM,10688.07,17.08,182594.06
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2015,YAM,5846.89,16.27,95131.31
ASHANTI, SEKYERE CENTRAL ,2015,YAM,2488.45,16.27,40488.07
ASHANTI, SEKYERE EAST ,2015,YAM,2158.28,16.78,36213.4
ASHANTI, SEKYERE AFRAM PLAINS ,2015,YAM,778.84,15.25,11880.08
ASHANTI, SEKYERE SOUTH ,2015,YAM,1309.55,15.25,19975.23
ASHANTI, AFIGYA KWABRE ,2015,YAM,854.8,15.25,13038.74
ASHANTI, AHAFO ANO NORTH ,2015,YAM,760.61,11.19,8508.14
ASHANTI, AHAFO ANO SOUTH ,2015,YAM,442.59,14.24,6301.03
ASHANTI, ATWIMA MPONUA ,2015,YAM,471.96,16.27,7679.06
ASHANTI, ATWIMA NWABIAGYA ,2015,YAM,1235.62,13.22,16334.47
ASHANTI, EJUSU JUABEN ,2015,YAM,380.81,13.73,5227.86
ASHANTI, BOSUMTWE ,2015,YAM,339.29,14.24,4830.31
ASHANTI, ATWIMA KWANWOMA ,2015,YAM,355.49,14.24,5061.01
ASHANTI, KWABRE EAST ,2015,YAM,194.46,12.2,2372.93
ASHANTI, OFFINSO ,2015,YAM,278.52,16.27,4531.63
ASHANTI, OFFINSO NORTH ,2015,YAM,872.02,16.27,14188.13
ASHANTI, ADANSI NORTH ,2015,YAM,617.81,11.69,7224.86
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,YAM,436.52,11.69,5104.78
ASHANTI,ADANSI  SOUTH,2015,YAM,771.75,12.71,9809.95
ASHANTI, ASANTE AKIM NORTH ,2015,YAM,877.08,13.83,12129.94
ASHANTI, ASANTE AKIM SOUTH ,2015,YAM,273.46,12.2,3336.93
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,YAM,7.29,10.68,77.86
BRONG AHAFO, SUNYANI MUNICIPAL ,2015,MAIZE,13677.15,1.72,23585.5
BRONG AHAFO, SUNYANI WEST ,2015,MAIZE,20372.44,1.78,36351.32
BRONG AHAFO, ASUTIFI ,2015,MAIZE,4482.04,1.82,8151.93
BRONG AHAFO, WENCHI MUNICIPAL ,2015,MAIZE,14315.55,1.92,27420.93
BRONG AHAFO,DORMAA MUNICIPAL,2015,MAIZE,16867.4,1.78,30018.7
BRONG AHAFO, DORMAA EAST ,2015,MAIZE,12812.13,1.79,22916.37
BRONG AHAFO, BEREKUM ,2015,MAIZE,11304.3,1.95,22067.94
BRONG AHAFO, TANO NORTH ,2015,MAIZE,5078.12,1.79,9114.07
BRONG AHAFO, TANO SOUTH ,2015,MAIZE,5278.28,1.83,9678.23
BRONG AHAFO, SENE ,2015,MAIZE,7923.59,1.76,13924.76
BRONG AHAFO, NKORANZA SOUTH ,2015,MAIZE,15095.92,1.8,27202.26
BRONG AHAFO, NKORANZA NORTH ,2015,MAIZE,18402.56,1.73,31925.48
BRONG AHAFO,TECHIMAN MUNICIPAL,2015,MAIZE,11178.21,2.22,24858.14
BRONG AHAFO, ASUNAFO NORTH ,2015,MAIZE,5062.25,1.76,8886.65
BRONG AHAFO, ASUNAFO SOUTH ,2015,MAIZE,4604.61,1.75,8078.46
BRONG AHAFO, JAMAN NORTH ,2015,MAIZE,2658.54,1.72,4574.53
BRONG AHAFO, JAMAN SOUTH ,2015,MAIZE,5466.98,1.83,10023.73
BRONG AHAFO, KINTAMPO NORTH ,2015,MAIZE,24305.14,1.95,47459.64
BRONG AHAFO, KINTAMPO SOUTH ,2015,MAIZE,10069.82,1.86,18735.45
BRONG AHAFO, ATEBUBU -AMANTIN ,2015,MAIZE,1577.49,2.01,3175.93
BRONG AHAFO, PRU ,2015,MAIZE,2728.2,1.69,4604.27
BRONG AHAFO, TAIN ,2015,MAIZE,1989.28,1.89,3756.71
BRONG AHAFO, ASUTIFI ,2015,RICE,390,1.69,657.36
BRONG AHAFO,DORMAA MUNICIPAL,2015,RICE,1039.64,1.19,1237.69
BRONG AHAFO, TANO NORTH ,2015,RICE,173.45,2.25,390.31
BRONG AHAFO, TANO SOUTH ,2015,RICE,121.94,2.19,267.05
BRONG AHAFO, SENE ,2015,RICE,2002.54,1.67,3339.19
BRONG AHAFO, ASUNAFO NORTH ,2015,RICE,141.91,1.3,183.86
BRONG AHAFO, ASUNAFO SOUTH ,2015,RICE,113.53,1.29,146.88
BRONG AHAFO, KINTAMPO NORTH ,2015,RICE,50.46,1.79,90.44
BRONG AHAFO, ATEBUBU -AMANTIN ,2015,RICE,285.93,1.87,534.11
BRONG AHAFO, PRU ,2015,RICE,128.25,1.69,216.72
BRONG AHAFO, SUNYANI MUNICIPAL ,2015,CASSAVA,5618.21,14.94,83917.78
BRONG AHAFO, SUNYANI WEST ,2015,CASSAVA,7186.08,15.03,108013.28
BRONG AHAFO, ASUTIFI ,2015,CASSAVA,15880.92,17.89,284108.15
BRONG AHAFO, WENCHI MUNICIPAL ,2015,CASSAVA,11472.84,19,217973.47
BRONG AHAFO,DORMAA MUNICIPAL,2015,CASSAVA,11479.06,17.08,196105.88
BRONG AHAFO, DORMAA EAST ,2015,CASSAVA,7411.1,28.78,213256.73
BRONG AHAFO, BEREKUM ,2015,CASSAVA,8937.49,20.3,181395.68
BRONG AHAFO, TANO NORTH ,2015,CASSAVA,3790.06,21,79602.47
BRONG AHAFO, TANO SOUTH ,2015,CASSAVA,10182.87,21.35,217371.34
BRONG AHAFO, SENE ,2015,CASSAVA,21271,18.22,387605.41
BRONG AHAFO, NKORANZA SOUTH ,2015,CASSAVA,3921.75,21.09,82693.44
BRONG AHAFO, NKORANZA NORTH ,2015,CASSAVA,4592.66,21.52,98850.77
BRONG AHAFO,TECHIMAN MUNICIPAL,2015,CASSAVA,7107.27,21.3,151367.12
BRONG AHAFO, ASUNAFO NORTH ,2015,CASSAVA,4626.88,20.44,94595.67
BRONG AHAFO, ASUNAFO SOUTH ,2015,CASSAVA,14779.68,19.38,286436.41
BRONG AHAFO, JAMAN NORTH ,2015,CASSAVA,2213.89,18.81,41647.79
BRONG AHAFO, JAMAN SOUTH ,2015,CASSAVA,5090.4,18.75,95458.73
BRONG AHAFO, KINTAMPO NORTH ,2015,CASSAVA,5044.77,16.76,84550.02
BRONG AHAFO, KINTAMPO SOUTH ,2015,CASSAVA,4543.92,22.77,103487.22
BRONG AHAFO, ATEBUBU -AMANTIN ,2015,CASSAVA,21098.86,21.89,461878.96
BRONG AHAFO, PRU ,2015,CASSAVA,10125.84,18.56,187967
BRONG AHAFO, TAIN ,2015,CASSAVA,9582.47,15.93,152655.69
BRONG AHAFO, SUNYANI MUNICIPAL ,2015,YAM,413.28,16.96,7009.62
BRONG AHAFO, SUNYANI WEST ,2015,YAM,261.81,16.21,4244.91
BRONG AHAFO, ASUTIFI ,2015,YAM,143.45,12,1721.04
BRONG AHAFO, WENCHI MUNICIPAL ,2015,YAM,11293.04,16.97,191673.13
BRONG AHAFO,DORMAA MUNICIPAL,2015,YAM,682.12,9.89,6743.68
BRONG AHAFO, DORMAA EAST ,2015,YAM,613.9,8.21,5042.71
BRONG AHAFO, BEREKUM ,2015,YAM,1278.97,12.63,16156.74
BRONG AHAFO, TANO NORTH ,2015,YAM,324.01,12.34,3999.04
BRONG AHAFO, TANO SOUTH ,2015,YAM,694.15,13.18,9152.14
BRONG AHAFO, SENE ,2015,YAM,21386.35,18.4,393481.85
BRONG AHAFO, NKORANZA SOUTH ,2015,YAM,7235.45,18.75,135676.47
BRONG AHAFO, NKORANZA NORTH ,2015,YAM,6630.57,18.39,121928.19
BRONG AHAFO,TECHIMAN MUNICIPAL,2015,YAM,14196.05,18.4,261217.35
BRONG AHAFO, ASUNAFO NORTH ,2015,YAM,96.3,14.17,1364.79
BRONG AHAFO, ASUNAFO SOUTH ,2015,YAM,114.35,13.95,1595.6
BRONG AHAFO, JAMAN NORTH ,2015,YAM,8580.62,15.04,129073.28
BRONG AHAFO, JAMAN SOUTH ,2015,YAM,12569,15.01,188612.38
BRONG AHAFO, KINTAMPO NORTH ,2015,YAM,9178.48,18.07,165822.34
BRONG AHAFO, KINTAMPO SOUTH ,2015,YAM,8987.89,21.66,194683.7
BRONG AHAFO, ATEBUBU -AMANTIN ,2015,YAM,13276.19,14.76,195988.28
BRONG AHAFO, PRU ,2015,YAM,14021.5,16.87,236500.55
BRONG AHAFO, TAIN ,2015,YAM,8869.52,17.34,153820.19
UPPER EAST,BUILSA,2015,MAIZE,4265,1.43,6081.99
UPPER EAST,KASSENA NANKANA EAST ,2015,MAIZE,2329,1.12,2609.52
UPPER EAST,KASSENA NANKANA WEST,2015,MAIZE,1552,1.13,1754.74
UPPER EAST,BOLGATANGA MUNICIPAL,2015,MAIZE,2081,1.63,3391.49
UPPER EAST,BAWKU MUNICIPAL,2015,MAIZE,12635,1.39,17503
UPPER EAST,BAWKU WEST,2015,MAIZE,7043,1.43,10043.48
UPPER EAST,BONGO,2015,MAIZE,830,1.36,1132.87
UPPER EAST,GARU TEMPANE,2015,MAIZE,10200,1.43,14545.43
UPPER EAST,TALENSI NABDAM,2015,MAIZE,2564,1.53,3917.49
UPPER EAST,BUILSA,2015,RICE,9894.92,2.18,21616.01
UPPER EAST,KASSENA NANKANA EAST ,2015,RICE,4645.09,3.28,15221.19
UPPER EAST,KASSENA NANKANA WEST,2015,RICE,2565.75,2.85,7314.57
UPPER EAST,BOLGATANGA MUNICIPAL,2015,RICE,3021.5,2.56,7722.74
UPPER EAST,BAWKU MUNICIPAL,2015,RICE,5678.18,3.72,21149.36
UPPER EAST,BAWKU WEST,2015,RICE,7226.18,2.95,21311.11
UPPER EAST,BONGO,2015,RICE,3286.62,2.91,9549.14
UPPER EAST,GARU TEMPANE,2015,RICE,4997.85,2.41,12064.49
UPPER EAST,TALENSI NABDAM,2015,RICE,2234.9,2.29,5126.38
UPPER EAST,BUILSA,2015,SOYABEAN,292.27,0.47,138.09
UPPER EAST,KASSENA NANKANA EAST ,2015,SOYABEAN,445.83,0.88,391.81
UPPER EAST,KASSENA NANKANA WEST,2015,SOYABEAN,309.11,0.85,262.89
UPPER EAST,BOLGATANGA MUNICIPAL,2015,SOYABEAN,305.15,0.32,98.04
UPPER EAST,BAWKU MUNICIPAL,2015,SOYABEAN,6499.22,1.16,7554.26
UPPER EAST,BAWKU WEST,2015,SOYABEAN,4161.09,1.05,4364.71
UPPER EAST,BONGO,2015,SOYABEAN,297.22,0.65,193.8
UPPER EAST,GARU TEMPANE,2015,SOYABEAN,1634.71,0.6,988.66
UPPER EAST,TALENSI NABDAM,2015,SOYABEAN,1775.4,0.94,1677.73
UPPER WEST,WA WEST,2015,MAIZE,5260,1.08,5702.96
UPPER WEST,WA EAST,2015,MAIZE,8540,1.19,10185.09
UPPER WEST,WA MUNICIPAL,2015,MAIZE,6540,1.54,10068.86
UPPER WEST,LAWRA,2015,MAIZE,3200,1.26,4024.6
UPPER WEST,SISSALA EAST,2015,MAIZE,10250,3.21,32895.01
UPPER WEST,SISSALA WEST,2015,MAIZE,9330,2.73,25491.57
UPPER WEST,JIRAPA,2015,MAIZE,4120,1.84,7593.82
UPPER WEST,LAMBUSSIE-KARNI,2015,MAIZE,2350,0.87,2038.32
UPPER WEST,NADOWLI,2015,MAIZE,11250,1.34,15124.76
UPPER WEST,WA WEST,2015,RICE,1660.9,1.81,3000.9
UPPER WEST,WA EAST,2015,RICE,914.54,1.64,1496.88
UPPER WEST,WA MUNICIPAL,2015,RICE,562.39,1.4,788.99
UPPER WEST,LAWRA,2015,RICE,220.75,1.26,279.2
UPPER WEST,SISSALA EAST,2015,RICE,194.47,2.66,516.72
UPPER WEST,SISSALA WEST,2015,RICE,504.58,1.22,616.72
UPPER WEST,JIRAPA,2015,RICE,714.82,1.07,767.32
UPPER WEST,LAMBUSSIE-KARNI,2015,RICE,483.55,0.89,431.7
UPPER WEST,NADOWLI,2015,RICE,331.13,1.14,376.57
UPPER WEST,WA WEST,2015,YAM,6530,14.08,91961.86
UPPER WEST,WA EAST,2015,YAM,5920,20.65,122236.03
UPPER WEST,WA MUNICIPAL,2015,YAM,5640,26.21,147807.75
UPPER WEST,SISSALA EAST,2015,YAM,3550,15.04,53377.67
UPPER WEST,SISSALA WEST,2015,YAM,2680,18.37,49235.37
UPPER WEST,JIRAPA,2015,YAM,870,17.34,15089.54
UPPER WEST,LAMBUSSIE-KARNI,2015,YAM,530,10.85,5752.31
UPPER WEST,NADOWLI,2015,YAM,5620,23.56,132406.48
UPPER WEST,WA WEST,2015,SOYABEAN,3610.26,1.45,5238.61
UPPER WEST,WA EAST,2015,SOYABEAN,3412.43,1.22,4154
UPPER WEST,WA MUNICIPAL,2015,SOYABEAN,3224.5,1.27,4082.23
UPPER WEST,LAWRA,2015,SOYABEAN,286.84,0.93,265.37
UPPER WEST,SISSALA EAST,2015,SOYABEAN,1216.61,1.64,1990.45
UPPER WEST,SISSALA WEST,2015,SOYABEAN,237.39,1.49,353.7
UPPER WEST,JIRAPA,2015,SOYABEAN,237.39,0.63,150.27
UPPER WEST,LAMBUSSIE-KARNI,2015,SOYABEAN,187.93,0.54,100.66
UPPER WEST,NADOWLI,2015,SOYABEAN,939.66,1.21,1134.7
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2015,COCOYAM,22.01,4.87,107.16
WESTERN,SHAMA ,2015,COCOYAM,26.02,3.87,100.7
WESTERN,AHANTA WEST,2015,COCOYAM,202.13,5.23,1056.25
WESTERN,MPORHOR WASSA EAST,2015,COCOYAM,1956.31,4.82,9427.3
WESTERN,TARKWA NSUAEM,2015,COCOYAM,312.21,5.3,1655.13
WESTERN,PRESTEA HUNI-VALLEY,2015,COCOYAM,229.15,6.45,1478.16
WESTERN,NZEMA EAST,2015,COCOYAM,148.1,5.24,775.49
WESTERN,ELLEMBELE,2015,COCOYAM,56.04,4.5,252.12
WESTERN,JOMORO,2015,COCOYAM,112.07,4.25,476.29
WESTERN,AMENFI EAST,2015,COCOYAM,1343.9,6.48,8712.57
WESTERN,AMENFI  WEST (WASSA AMENFI),2015,COCOYAM,1063.71,4.65,4941.43
WESTERN,AOWIN -SUAMAN,2015,COCOYAM,6648.44,5.1,33912.37
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2015,COCOYAM,7596.07,6.42,48751.68
WESTERN,SEFWI-WIAWSO,2015,COCOYAM,4523.02,7.58,34275.55
WESTERN,AKONTOMBRA,2015,COCOYAM,7335.9,6.98,51217.45
WESTERN,BIA,2015,COCOYAM,4144.77,4.81,19950.87
WESTERN,JUABESO,2015,COCOYAM,7737.16,6.3,48776.48
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2015,PLANTAIN,364.22,8.97,3268.29
WESTERN,SHAMA ,2015,PLANTAIN,277.99,4.76,1323.88
WESTERN,AHANTA WEST,2015,PLANTAIN,327.7,7.07,2316.3
WESTERN,MPORHOR WASSA EAST,2015,PLANTAIN,1985.48,7.82,15527.05
WESTERN,TARKWA NSUAEM,2015,PLANTAIN,694.97,7.85,5455.77
WESTERN,PRESTEA HUNI-VALLEY,2015,PLANTAIN,625.98,9.59,6006.21
WESTERN,NZEMA EAST,2015,PLANTAIN,383.5,9.25,3548.93
WESTERN,ELLEMBELE,2015,PLANTAIN,323.64,5.15,1667.85
WESTERN,JOMORO,2015,PLANTAIN,346.98,10.75,3729.27
WESTERN,AMENFI EAST,2015,PLANTAIN,5074.79,10.65,54034.56
WESTERN,AMENFI  WEST (WASSA AMENFI),2015,PLANTAIN,6505.3,9.42,61305.82
WESTERN,AOWIN -SUAMAN,2015,PLANTAIN,13425.56,9.06,121689.81
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2015,PLANTAIN,9689.98,9.59,92974.58
WESTERN,SEFWI-WIAWSO,2015,PLANTAIN,7217.52,9.74,70264.59
WESTERN,AKONTOMBRA,2015,PLANTAIN,6303.41,9.93,62566.23
WESTERN,BIA,2015,PLANTAIN,6215.14,7.97,49539.04
WESTERN,JUABESO,2015,PLANTAIN,10168.85,8.84,89871.81
CENTRAL,UPPER DENKYIRA EAST,2015,COCOYAM,1559,5.54,8634.92
CENTRAL,UPPER DENKYIRA WEST,2015,COCOYAM,3310,5.04,16666.61
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2015,COCOYAM,629,3.38,2123.86
CENTRAL,ASSIN SOUTH,2015,COCOYAM,798,3.95,3151.46
CENTRAL,ASSIN NORTH,2015,COCOYAM,1232,2.27,2797.61
CENTRAL,ABURA-ASEBU-KWAMANKESE,2015,COCOYAM,648,4.34,2814.99
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2015,COCOYAM,19.3,5.04,97.18
CENTRAL,AJUMAKO-ENYAN-ESIAM,2015,COCOYAM,908,5.92,5378.81
CENTRAL,AGONA WEST (SWEDRU),2015,COCOYAM,35.2,2.96,104.26
CENTRAL,UPPER DENKYIRA EAST,2015,PLANTAIN,2489.74,8.72,21721.83
CENTRAL,UPPER DENKYIRA WEST,2015,PLANTAIN,3695.68,8.95,33079.12
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2015,PLANTAIN,2989.58,8.88,26553.21
CENTRAL,ASSIN SOUTH,2015,PLANTAIN,1845.73,11.31,20877.84
CENTRAL,ASSIN NORTH,2015,PLANTAIN,2036.2,7.08,14420.21
CENTRAL,ABURA-ASEBU-KWAMANKESE,2015,PLANTAIN,1555.3,1.51,2355.88
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2015,PLANTAIN,546.14,9.15,4995.84
CENTRAL,MFANTSIMAN,2015,PLANTAIN,463.01,7.28,3370.1
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2015,PLANTAIN,636.64,8.26,5260.08
CENTRAL,AJUMAKO-ENYAN-ESIAM,2015,PLANTAIN,734.51,7.38,5418.45
CENTRAL,EFFUTU (WINNEBA),2015,PLANTAIN,16.89,11.26,190.21
CENTRAL,AWUTU-SENYA,2015,PLANTAIN,59.98,13.58,814.75
CENTRAL,GOMOA EAST,2015,PLANTAIN,17.89,9.84,175.96
CENTRAL,GOMOA WEST,2015,PLANTAIN,19.99,8.71,174.24
CENTRAL,CAPE COAST,2015,PLANTAIN,138.9,6.59,915.39
CENTRAL,AGONA EAST,2015,PLANTAIN,1544.78,6.71,10362.59
CENTRAL,AGONA WEST (SWEDRU),2015,PLANTAIN,1404.82,12.1,16995.91
VOLTA,NKWANTA NORTH,2015,SORGHUM,305,1.05,320.92
VOLTA,NKWANTA SOUTH,2015,SORGHUM,340,0.95,322.27
VOLTA,KRACHI WEST,2015,SORGHUM,2585,1.13,2922.26
VOLTA,KRACHI EAST,2015,SORGHUM,1320,1.23,1618.48
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2015,COCOYAM,120,6.43,772.14
VOLTA,SOUTH DAYI,2015,COCOYAM,110,5.15,566.24
VOLTA,HOHOE MUNICIPAL,2015,COCOYAM,255,3.81,971.86
VOLTA,JASIKAN,2015,COCOYAM,2210,10.59,23408.82
VOLTA,BIAKOYE,2015,COCOYAM,1400,10.59,14829.12
VOLTA,KADJEBI,2015,COCOYAM,2304,8.72,20093.79
VOLTA,NKWANTA NORTH,2015,COCOYAM,450,5.84,2628.26
VOLTA,NKWANTA SOUTH,2015,COCOYAM,458,6.53,2992.35
VOLTA,KRACHI WEST,2015,COCOYAM,85,3.54,301.24
VOLTA,KRACHI EAST,2015,COCOYAM,121,4.08,493.5
VOLTA,HO MUNICIPAL,2015,COCOYAM,480,3.62,1739.11
VOLTA,ADAKLU ANYIGBE,2015,COCOYAM,31,5.28,163.57
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2015,PLANTAIN,276.94,4.88,1350.71
VOLTA,SOUTH DAYI,2015,PLANTAIN,199.4,5.5,1096.82
VOLTA,HOHOE MUNICIPAL,2015,PLANTAIN,700.12,6.16,4313.19
VOLTA,JASIKAN,2015,PLANTAIN,3745.4,8.21,30731.25
VOLTA,BIAKOYE,2015,PLANTAIN,1196.4,8.2,9805.58
VOLTA,KADJEBI,2015,PLANTAIN,2797.14,7.21,20181.26
VOLTA,NKWANTA NORTH,2015,PLANTAIN,307.96,6.55,2018.66
VOLTA,NKWANTA SOUTH,2015,PLANTAIN,273.62,6.28,1718.3
VOLTA,KRACHI WEST,2015,PLANTAIN,167.27,4.79,802.03
VOLTA,KRACHI EAST,2015,PLANTAIN,232.63,5.7,1326.54
VOLTA,HO MUNICIPAL,2015,PLANTAIN,354.49,9.57,3392.83
VOLTA,ADAKLU ANYIGBE,2015,PLANTAIN,57.6,5,287.81
VOLTA,NORTH TONGU,2015,COWPEA,52.69,1.56,82.42
VOLTA,SOUTH TONGU (SOGAKOPE),2015,COWPEA,36.59,1.52,55.53
VOLTA,AKATSI,2015,COWPEA,538.65,2.7,1452.4
VOLTA,KETA MUNICIPAL,2015,COWPEA,376.18,1.28,483.01
VOLTA,NKWANTA NORTH,2015,COWPEA,300.06,1.4,420.3
VOLTA,NKWANTA SOUTH,2015,COWPEA,580.37,1.42,826.48
VOLTA,KRACHI WEST,2015,COWPEA,203.46,1.46,296.86
EASTERN,BIRIM SOUTH,2015,COCOYAM,1768,9.16,16192.99
EASTERN,BIRIM CENTRAL,2015,COCOYAM,2379,9.26,22023.39
EASTERN,WEST AKIM,2015,COCOYAM,1248,6.99,8726.4
EASTERN,SUHUM KRABOA COALTAR,2015,COCOYAM,561,7.98,4475.17
EASTERN,AKUAPIM SOUTH,2015,COCOYAM,285,5.22,1487.59
EASTERN,AKUAPIM NORTH,2015,COCOYAM,317,7.98,2528.75
EASTERN,NEW JUABEN,2015,COCOYAM,324,7.68,2488.87
EASTERN,YILO KROBO,2015,COCOYAM,832,5.22,4342.71
EASTERN,EAST AKIM,2015,COCOYAM,2258,8.37,18901.87
EASTERN,ATIWA,2015,COCOYAM,3558,9.75,34689.9
EASTERN,KWAEBIBIREM,2015,COCOYAM,2725,8.57,23347.89
EASTERN,BIRIM NORTH,2015,COCOYAM,934,8.08,7542.63
EASTERN,AKYEMANSA,2015,COCOYAM,1323,8.47,11205.22
EASTERN,KWAHU WEST,2015,COCOYAM,1091,7.66,8359.23
EASTERN,KWAHU SOUTH,2015,COCOYAM,499,7.58,3784.02
EASTERN,KWAHU EAST,2015,COCOYAM,475,7.48,3555.24
EASTERN,FANTEAKWA,2015,COCOYAM,7598,8.77,66596.48
EASTERN,AFRAM PLAINS,2015,COCOYAM,40,4.92,196.97
EASTERN,ASUOGYAMAN,2015,COCOYAM,36,4.92,177.27
EASTERN,LOWER MANYA KROBO,2015,COCOYAM,50,6.89,344.69
EASTERN,UPPER MANYA KROBO,2015,COCOYAM,78,6.89,537.72
EASTERN,BIRIM SOUTH,2015,PLANTAIN,3678.65,11.1,40839.55
EASTERN,BIRIM CENTRAL,2015,PLANTAIN,5014.14,11,55150.37
EASTERN,WEST AKIM,2015,PLANTAIN,9807.72,10.54,103338.04
EASTERN,SUHUM KRABOA COALTAR,2015,PLANTAIN,7679.04,8.94,68674.32
EASTERN,AKUAPIM SOUTH,2015,PLANTAIN,1578.3,9.56,15088.32
EASTERN,AKUAPIM NORTH,2015,PLANTAIN,1639,10.07,16511.04
EASTERN,NEW JUABEN,2015,PLANTAIN,840.75,10.69,8988.1
EASTERN,YILO KROBO,2015,PLANTAIN,602.99,9.46,5702.53
EASTERN,EAST AKIM,2015,PLANTAIN,5031.34,11,55339.54
EASTERN,ATIWA,2015,PLANTAIN,8113.07,8.84,71721.94
EASTERN,KWAEBIBIREM,2015,PLANTAIN,5928.75,10.28,60944
EASTERN,BIRIM NORTH,2015,PLANTAIN,4492.09,10.71,48115.39
EASTERN,AKYEMANSA,2015,PLANTAIN,6437.65,10.18,65513.45
EASTERN,KWAHU WEST,2015,PLANTAIN,2453.45,10.79,26481
EASTERN,KWAHU SOUTH,2015,PLANTAIN,4542.67,9.77,44361.2
